City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Solton,RU,52.8429,86.4787,30.63,94,96,3.38,overcast clouds
348,Riyadh,SA,24.6877,46.7219,80.6,17,0,2.3,clear sky
349,Beringovskiy,RU,63.05,179.3167,3.72,90,49,6.8,scattered clouds
350,Calbuco,CL,-41.768,-73.1273,53.6,82,75,9.22,light rain
351,Kenda,IN,23.2,86.5333,74.23,89,5,7.09,clear sky
352,Alot,IN,23.7667,75.55,76.57,19,0,6.13,clear sky
353,Lapeer,US,43.0514,-83.3188,60.8,88,90,5.75,moderate rain
354,Jalu,LY,29.0331,21.5482,67.01,22,8,12.77,clear sky
355,Knyaze-Volkonskoye,RU,48.4642,135.4567,33.8,64,0,11.18,clear sky
356,Flinders,AU,-34.5833,150.8552,75.0,67,71,1.01,broken clouds
357,Shelburne,CA,44.0787,-80.2041,73.4,37,1,14.97,clear sky
358,Megion,RU,61.0296,76.1136,24.8,93,0,4.47,clear sky
359,Mahajanga,MG,-15.7167,46.3167,78.8,78,40,5.75,scattered clouds
360,Tirano,IT,46.2154,10.1679,42.01,46,2,3.71,clear sky
361,Paita,PE,-5.0892,-81.1144,73.56,75,84,14.9,broken clouds
362,Vila,PT,42.0304,-8.1588,46.99,78,50,5.01,scattered clouds
363,Bandarbeyla,SO,9.4942,50.8122,74.48,65,11,1.21,few clouds
364,Coquimbo,CL,-29.9533,-71.3436,60.8,82,0,8.05,clear sky
365,Roma,US,43.2128,-75.4557,71.6,35,1,9.22,clear sky
366,Straumen,NO,63.8709,11.2999,35.6,60,90,6.91,overcast clouds
367,Dolgoye,RU,52.8,37.2167,31.87,79,6,7.23,clear sky
368,Katherine,AU,-14.4667,132.2667,84.2,65,80,6.91,broken clouds
369,Brae,GB,60.3964,-1.353,37.4,75,90,31.07,overcast clouds
370,Sabha,LY,27.0377,14.4283,67.66,25,0,29.33,clear sky
371,Datong,CN,40.0936,113.2914,50.56,54,51,2.89,broken clouds
372,Touros,BR,-5.1989,-35.4608,78.8,83,20,4.61,few clouds
373,Sapele,NG,5.8941,5.6767,79.68,87,97,3.78,overcast clouds
374,Blackwater,AU,-23.5833,148.8833,83.53,37,27,2.08,scattered clouds
375,Boyolangu,ID,-8.1181,111.8935,77.45,85,93,5.03,overcast clouds
376,Ransang,PH,8.9603,117.5828,80.53,75,90,2.48,overcast clouds
377,Harper,LR,4.375,-7.7169,78.96,85,14,4.07,light rain
378,Grand Gaube,MU,-20.0064,57.6608,79.0,70,100,5.99,overcast clouds
379,Buraydah,SA,26.326,43.975,84.2,26,40,4.61,scattered clouds
380,Gobabis,NA,-22.45,18.9667,64.8,47,0,9.82,clear sky
381,Isla Aguada,MX,18.7833,-91.4667,86.0,70,20,12.66,few clouds
382,Vaitape,PF,-16.5167,-151.75,81.86,72,15,9.42,few clouds
383,Salinopolis,BR,-0.6136,-47.3561,78.66,86,100,12.24,moderate rain
384,Dunedin,NZ,-45.8742,170.5036,61.0,73,0,3.0,clear sky
385,Zlobin,HR,45.2924,14.6541,42.8,61,0,4.61,clear sky
386,Goundi,TD,9.3627,17.366,86.95,30,65,7.58,broken clouds
387,Shebunino,RU,46.4339,141.8603,32.11,73,100,9.73,overcast clouds
388,Semey,KZ,50.4111,80.2275,41.0,93,0,8.95,clear sky
389,Sangmelima,CM,2.9333,11.9833,68.65,99,100,3.53,overcast clouds
390,Atambua,ID,-9.1061,124.8925,77.0,78,70,2.68,broken clouds
391,Baherden,TM,38.4362,57.4316,69.39,30,0,1.74,clear sky
392,Anqiu,CN,36.4342,119.1925,55.15,37,31,8.12,scattered clouds
393,Rapid City,US,44.0805,-103.231,68.0,16,1,11.5,clear sky
394,Westport,US,41.1415,-73.3579,55.99,67,1,12.66,clear sky
395,Jiazi,CN,22.8779,116.067,65.57,79,100,19.37,moderate rain
396,Kharopon,GR,41.2667,23.3833,34.0,52,14,3.0,few clouds
397,Ruidoso,US,33.3317,-105.673,68.0,11,1,14.97,clear sky
398,Seoul,KR,37.5683,126.9778,53.6,50,0,4.61,clear sky
399,Acajutla,SV,13.5928,-89.8275,89.6,43,20,4.61,few clouds
400,Chumikan,RU,54.7183,135.315,21.96,88,95,7.16,overcast clouds
401,Stuttgart,DE,48.7823,9.177,34.0,74,0,1.14,clear sky
402,Bud,US,39.447,-86.1758,62.6,55,75,11.5,broken clouds
403,Goderich,CA,43.7501,-81.7165,73.4,38,93,20.71,overcast clouds
404,Lucea,JM,18.451,-78.1736,82.0,74,75,19.57,broken clouds
405,Qasigiannguit,GL,68.8193,-51.1922,33.8,86,90,10.36,light snow
406,Impfondo,CG,1.6381,18.0667,69.87,87,99,0.85,overcast clouds
407,Koster,ZA,-25.863,26.8976,59.41,51,1,8.37,clear sky
408,Corinto,GR,37.9407,22.9573,44.01,53,38,3.0,scattered clouds
409,Akyab,MM,20.15,92.9,76.55,87,7,2.77,clear sky
410,Kolvereid,NO,64.8655,11.6047,28.81,68,99,12.5,overcast clouds
411,High Level,CA,58.5169,-117.136,26.6,46,1,6.91,clear sky
412,Mustasaari,FI,63.1142,21.6822,28.4,86,0,9.22,clear sky
413,De Aar,ZA,-30.6497,24.0123,67.73,35,1,3.44,clear sky
414,Waipawa,NZ,-41.4122,175.5153,64.99,88,90,13.8,overcast clouds
415,Otane,NZ,-39.8833,176.6333,72.0,76,99,5.99,overcast clouds
416,Sao Filipe,CV,14.8961,-24.4956,73.94,66,1,11.95,clear sky
417,Zhigansk,RU,66.7697,123.3711,10.99,83,100,19.15,overcast clouds
418,Kavaratti,IN,10.5669,72.642,82.83,68,26,9.86,scattered clouds
419,Bell Ville,AR,-32.6259,-62.6887,70.0,99,69,5.99,moderate rain
420,Mount Isa,AU,-20.7333,139.5,87.8,30,30,11.5,scattered clouds
421,Coihueco,CL,-36.6167,-71.8333,57.2,100,90,4.61,overcast clouds
422,Nizhneudinsk,RU,54.9076,99.0276,31.71,92,100,4.38,overcast clouds
423,Yuli,NG,9.6989,10.2744,87.53,14,45,6.29,scattered clouds
424,Asau,RO,46.4333,26.4,28.4,74,0,8.05,clear sky
425,Rio Gallegos,AR,-51.6226,-69.2181,46.4,49,0,14.97,clear sky
426,Yeppoon,AU,-23.1333,150.7333,78.8,73,20,1.14,few clouds
427,Ijsselstein,NL,52.0167,5.0333,39.99,84,100,1.99,overcast clouds
428,Kemijarvi,FI,66.7131,27.4306,24.28,86,41,4.34,scattered clouds
429,Tazovskiy,RU,67.4667,78.7,-7.94,95,16,5.23,few clouds
430,Vilhena,BR,-12.7406,-60.1458,73.4,94,0,6.91,light rain
431,Loandjili,CG,-4.7561,11.8578,82.4,89,40,10.36,scattered clouds
432,Macau,MO,22.2006,113.5461,69.8,88,40,12.66,scattered clouds
433,Yerbogachen,RU,61.2767,108.0108,10.74,84,99,10.65,overcast clouds
434,Kahului,US,20.8947,-156.47,78.8,57,40,20.71,scattered clouds
435,Vannes,FR,47.8333,-2.5,41.0,70,0,4.61,clear sky
436,Hvide Sande,DK,56.0045,8.1294,44.01,81,100,7.0,overcast clouds
437,Hays,US,30.0502,-98.0336,90.0,30,66,1.99,broken clouds
438,Nouakchott,MR,18.0858,-15.9785,69.8,78,0,16.11,clear sky
439,Mitsamiouli,KM,-11.3847,43.2844,81.55,75,14,5.79,few clouds
440,Ambilobe,MG,-13.2,49.05,72.54,94,91,2.33,overcast clouds
441,Kamaishi,JP,39.2667,141.8833,41.0,60,75,8.05,broken clouds
442,Miramar,US,25.9873,-80.2323,75.2,53,1,13.8,clear sky
443,Port Hedland,AU,-20.3167,118.5667,82.4,83,44,6.91,scattered clouds
444,George Town,MY,5.4112,100.3354,80.01,88,20,4.72,few clouds
445,Lucapa,AO,-8.4192,20.7447,65.19,98,100,1.83,overcast clouds
446,Asosa,ET,10.0667,34.5333,71.13,20,47,2.91,scattered clouds
447,Talnakh,RU,69.4865,88.3972,6.19,93,85,4.36,overcast clouds
448,Vila Velha,BR,-20.3297,-40.2925,75.99,94,75,2.3,mist
449,Penarroya-Pueblonuevo,ES,38.3,-5.2667,59.0,63,0,8.05,clear sky
450,Lakes Entrance,AU,-37.8811,147.981,62.01,74,100,4.0,overcast clouds
451,Muzhi,RU,65.3667,64.6667,32.65,82,82,14.58,broken clouds
452,Nizhniy Kuranakh,RU,58.8353,125.4869,34.99,78,100,10.69,overcast clouds
453,Kaeo,NZ,-35.1,173.7833,68.0,87,100,7.0,light rain
454,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,88,75,19.57,broken clouds
455,Pemangkat,ID,1.1667,108.9667,78.75,83,74,5.88,broken clouds
456,Kropotkin,RU,45.4375,40.5756,44.01,79,100,15.59,overcast clouds
457,Kysyl-Syr,RU,63.8986,122.7617,20.75,92,100,5.17,overcast clouds
458,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,77,0,4.12,clear sky
459,Kijang,KR,35.2442,129.2139,51.8,76,20,5.75,few clouds
460,Laukaa,RU,58.7372,29.8453,29.25,72,17,7.2,few clouds
461,Marienburg,PL,54.0359,19.0266,39.0,71,23,11.7,few clouds
462,Calatayud,ES,41.3535,-1.6432,50.0,87,0,1.86,clear sky
463,Tabou,CI,4.423,-7.3528,79.05,86,22,4.63,light rain
464,Nampula,MZ,-15.1165,39.2666,65.89,99,66,4.45,broken clouds
465,Dehloran,IR,32.6941,47.2679,81.1,20,98,6.08,overcast clouds
466,Sioux Lookout,CA,50.1001,-91.917,35.6,93,90,8.05,mist
467,Purpe,RU,64.4803,76.6897,28.65,92,100,4.65,overcast clouds
468,Pochutla,MX,15.7432,-96.4661,89.6,43,40,11.5,scattered clouds
469,Tucumcari,US,35.1717,-103.725,78.8,11,1,8.05,clear sky
470,Samarai,PG,-10.6167,150.6667,81.75,79,100,14.38,overcast clouds
471,Olinda,BR,-8.0089,-34.8553,80.6,69,40,14.97,scattered clouds
472,Senanga,ZM,-16.1167,23.2667,69.24,50,67,5.59,broken clouds
473,Lodja,CD,-3.4833,23.4333,67.66,99,94,1.72,overcast clouds
474,Tignere,CM,7.3667,12.65,76.87,37,94,6.85,overcast clouds
475,Zheshart,RU,62.0731,49.5733,35.83,78,99,15.86,overcast clouds
476,Gannan,CN,47.9147,123.5031,44.51,26,99,9.31,overcast clouds
477,Shakawe,BW,-18.3667,21.85,63.95,54,8,5.66,clear sky
478,Huanren,CN,41.2647,125.3667,43.27,19,2,2.46,clear sky
479,Levittown,US,40.1551,-74.8288,66.2,48,1,13.8,clear sky
480,Necochea,AR,-38.5473,-58.7368,59.0,97,99,6.26,overcast clouds
481,Ambon,ID,-3.6954,128.1814,86.0,70,40,4.61,light rain
482,Mbandaka,CD,0.0487,18.2603,69.48,93,99,2.8,overcast clouds
483,Ust-Nera,RU,64.5667,143.2,10.94,89,88,1.83,overcast clouds
484,Repnoye,RU,51.5921,43.1861,38.59,68,98,4.85,light rain
485,Wattegama,LK,6.7989,81.4808,71.83,93,8,1.07,clear sky
486,Soe,ID,-9.8607,124.284,72.36,78,39,0.72,scattered clouds
487,Noumea,NC,-22.2763,166.4572,82.4,74,75,3.44,light rain
488,Mecca,SA,21.4267,39.8261,77.85,45,52,4.29,broken clouds
489,Ancud,CL,-41.8697,-73.8203,54.0,82,90,5.75,light rain
490,Fairbanks,US,64.8378,-147.7164,12.2,57,75,14.97,broken clouds
491,Ossora,RU,59.2353,163.0719,27.5,88,100,19.57,light snow
492,Nyurba,RU,63.2842,118.3319,14.0,90,100,8.97,overcast clouds
493,Broome,US,42.2506,-75.833,66.2,39,1,8.05,clear sky
494,San Ramon,US,37.7799,-121.978,71.6,55,1,11.5,clear sky
495,Puerto Narino,CO,-3.7703,-70.3831,82.4,83,75,2.3,broken clouds
496,Flekkefjord,NO,58.2971,6.6607,39.99,91,100,16.6,overcast clouds
497,Atar,MR,20.5169,-13.0499,80.15,17,0,10.27,clear sky
498,Half Moon Bay,US,37.4636,-122.4286,64.4,71,1,16.11,haze
499,Zaraza,VE,9.3503,-65.3245,80.85,69,100,9.57,overcast clouds
500,Axim,GH,4.8699,-2.2405,80.01,85,97,5.93,overcast clouds
501,Ibra,OM,22.6906,58.5334,70.0,53,0,0.81,clear sky
502,Tochio,JP,37.4667,139.0,44.6,65,75,23.02,broken clouds
503,Urut,AM,41.0714,44.3964,42.8,52,28,3.44,scattered clouds
504,Pangai,TO,-19.8,-174.35,82.4,65,20,5.95,few clouds
505,Kyabe,TD,9.4515,18.9449,84.79,28,83,7.38,broken clouds
506,Nioro,GM,13.35,-15.75,83.32,26,34,8.86,scattered clouds
507,Itigi,TZ,-5.7,34.4833,60.85,98,48,6.17,scattered clouds
508,Ornskoldsvik,SE,63.2909,18.7153,30.2,93,75,4.61,broken clouds
509,Bujumbura,BI,-3.3822,29.3644,68.85,90,96,3.71,overcast clouds
510,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.99,97,100,2.51,moderate rain
511,Tutoia,BR,-2.7619,-42.2744,79.27,89,100,11.68,overcast clouds
512,Codrington,AU,-38.2667,141.9667,58.8,66,100,14.07,overcast clouds
513,Rosarito,MX,32.3333,-117.0333,66.2,59,1,6.91,clear sky
514,Shitanjing,CN,39.2342,106.3439,48.04,71,100,4.56,overcast clouds
515,Kieta,PG,-6.2167,155.6333,80.62,88,100,12.15,moderate rain
516,Lanigan,CA,51.8501,-105.0344,59.0,29,96,13.8,overcast clouds
517,Guirang,PH,11.35,125.1167,79.9,75,92,2.39,overcast clouds
518,Salina Cruz,MX,16.1667,-95.2,83.73,67,0,13.69,clear sky
519,Enid,US,36.3956,-97.8784,75.99,37,40,3.69,scattered clouds
520,Valdivia,CL,-39.8142,-73.2459,55.4,88,75,5.75,broken clouds
521,Ingham,US,42.6,-84.3833,60.8,88,40,11.5,scattered clouds
522,Makinsk,KZ,52.6292,70.4169,32.68,95,100,4.94,overcast clouds
523,Boende,CD,-0.2167,20.8667,67.35,98,99,2.39,overcast clouds
524,Kamenka,RU,51.3223,42.7678,39.0,75,100,5.01,light rain
525,Portland,US,45.5234,-122.6762,55.99,37,75,3.44,broken clouds
526,Usingen,DE,50.3333,8.5333,41.0,67,79,4.23,broken clouds
527,Siverek,TR,37.755,39.3167,59.0,51,75,4.61,broken clouds
528,Egvekinot,RU,66.3167,-179.1667,-5.6,90,64,3.67,broken clouds
529,Saint Anthony,US,45.0205,-93.218,57.2,72,90,12.66,overcast clouds
530,Luanda,AO,-8.8368,13.2343,75.2,94,75,8.05,light rain
531,Kununurra,AU,-15.7667,128.7333,84.2,65,59,3.44,broken clouds
532,Tahoua,NE,14.8888,5.2692,86.27,7,28,9.71,scattered clouds
533,Bacolod,PH,10.6667,122.95,82.6,67,86,9.6,overcast clouds
534,Jining,CN,35.405,116.5814,55.78,59,18,6.96,few clouds
535,Mwense,ZM,-10.3845,28.698,64.9,93,51,3.8,broken clouds
536,Lasa,IT,46.6166,10.7002,37.99,59,0,2.3,clear sky
537,Kupang,ID,-10.1667,123.5833,80.06,81,56,3.94,broken clouds
538,Yulara,AU,-25.2406,130.9889,69.8,40,26,4.61,scattered clouds
539,Woodward,US,36.4337,-99.3904,77.0,19,1,11.5,clear sky
540,Clive,US,41.603,-93.7241,52.0,93,90,6.91,mist
541,Tessalit,ML,20.1986,1.0114,82.17,11,0,8.59,clear sky
542,Labuhan,ID,-6.8844,112.2051,79.66,83,100,4.61,overcast clouds
543,Kontagora,NG,10.3999,5.4695,85.82,17,85,3.22,overcast clouds
544,Xushan,CN,30.1764,121.2457,59.0,71,40,6.71,scattered clouds
545,Payo,ID,-3.7508,103.6372,72.66,92,81,1.92,broken clouds
546,Trairi,BR,-3.2778,-39.2689,80.6,81,67,11.23,broken clouds
547,Shimoda,JP,34.6667,138.95,53.6,66,40,17.27,scattered clouds
548,Saint-Francois,FR,46.4154,3.9054,39.99,65,0,2.3,clear sky
549,Mangrol,IN,21.1167,70.1167,77.95,71,0,10.4,clear sky
550,Grand Island,US,40.925,-98.342,66.2,20,1,14.97,clear sky
551,Qui Nhon,VN,13.7667,109.2333,76.53,80,28,6.6,scattered clouds
552,Potsdam,DE,52.3989,13.0657,37.99,67,81,1.01,broken clouds
553,Cape Coast,GH,5.1053,-1.2466,80.78,86,97,10.11,light rain
554,Itoman,JP,26.1247,127.6694,73.4,60,75,9.22,broken clouds
555,Havoysund,NO,70.9963,24.6622,23.0,86,20,3.44,snow
556,Dimitrovgrad,RU,54.2139,49.6184,39.2,70,100,4.47,moderate rain
557,Manavalakurichi,IN,8.1333,77.3,82.4,83,20,2.3,mist
558,Taree,AU,-31.9,152.4667,75.0,83,15,6.91,few clouds
559,Rondonopolis,BR,-16.4708,-54.6356,75.07,80,66,5.23,broken clouds
560,Novopokrovka,UA,49.8425,36.5477,33.8,69,0,4.47,clear sky
561,Bambari,CF,5.768,20.6757,75.45,77,92,5.14,overcast clouds
562,Kostino,RU,58.9097,53.2691,36.61,96,100,9.48,overcast clouds
563,Tautira,PF,-17.7333,-149.15,86.0,62,75,5.75,broken clouds
564,Hualmay,PE,-11.0964,-77.6139,69.75,86,84,7.36,broken clouds
565,Mandera,KE,3.9366,41.867,81.27,64,25,19.3,scattered clouds
566,Saint George,US,37.1041,-113.5841,82.0,6,1,17.27,clear sky
567,Ramanathapuram,IN,9.3833,78.8333,80.98,70,34,4.36,scattered clouds
568,Kungurtug,RU,50.5994,97.5228,27.57,88,68,1.01,broken clouds
569,Apatity,RU,67.5641,33.4031,28.0,95,100,9.51,light snow
570,Tiarei,PF,-17.5333,-149.3333,86.0,62,75,5.75,broken clouds
571,Pangnirtung,CA,66.1451,-65.7125,17.55,98,97,2.48,overcast clouds
572,Dalmatovo,RU,56.26,62.9362,33.33,99,100,5.32,overcast clouds
573,Kibray,UZ,41.3873,69.4641,51.8,46,0,9.22,clear sky
574,Ramgarh,IN,23.6333,85.5167,78.8,50,75,3.44,haze
575,Idil,TR,37.3411,41.8895,60.17,43,54,3.4,broken clouds
576,Irbeyskoye,RU,55.6428,95.4522,31.21,91,97,1.43,overcast clouds
577,Balkanabat,TM,39.5108,54.3671,73.8,25,0,9.93,clear sky
578,Kalmunai,LK,7.4167,81.8167,76.68,82,14,4.59,few clouds
579,Iwade,JP,34.25,135.3167,53.6,62,20,19.57,few clouds
580,Minab,IR,27.1467,57.0801,71.6,100,0,4.61,fog
581,Amapa,BR,1.0,-52.0,73.2,98,100,2.64,overcast clouds
582,Khromtau,KZ,50.2503,58.4347,31.15,96,34,5.37,scattered clouds
583,Venice,US,27.0998,-82.4543,73.99,60,1,4.61,clear sky
584,Bloomsburg,US,41.0037,-76.4549,66.2,48,1,5.75,clear sky
585,Magdagachi,RU,53.45,125.8,25.3,84,56,4.36,broken clouds
586,Luganville,VU,-15.5333,167.1667,86.16,66,100,9.17,overcast clouds
587,Gloversville,US,43.0528,-74.3438,64.4,34,1,4.61,clear sky
588,Ghanzi,BW,-21.5667,21.7833,65.37,42,0,7.94,clear sky
589,Dargaville,NZ,-35.9333,173.8833,70.79,61,100,10.98,overcast clouds
590,Suez,EG,29.9737,32.5263,58.48,80,1,11.72,clear sky
591,Baracoa,CU,20.3467,-74.4958,74.19,83,98,7.36,overcast clouds
592,Krasnouralsk,RU,58.3638,60.0407,33.53,99,100,3.78,overcast clouds
593,Zharkent,KZ,44.1628,80.0,50.76,51,56,3.83,broken clouds
594,Gotsu,JP,35.0,132.2167,46.4,81,20,3.44,few clouds
595,Adrar,MR,20.5022,-10.0711,77.29,17,0,10.92,clear sky
596,Saint-Pierre,RE,-21.3393,55.4781,77.0,73,0,5.75,clear sky
597,Menongue,AO,-14.6585,17.691,65.82,63,76,4.23,broken clouds
598,Smidovich,RU,48.6,133.8167,38.43,47,100,5.64,overcast clouds
599,Devils Lake,US,48.1128,-98.8651,51.8,58,1,18.41,clear sky
600,Bajil,YE,15.0584,43.2851,77.61,52,59,3.02,broken clouds
601,Kishanganj,IN,26.1167,87.9333,75.63,56,0,8.57,clear sky
602,Remanso,BR,-9.6179,-42.0831,80.89,52,65,8.95,broken clouds
603,Nouadhibou,MR,20.931,-17.0347,66.2,72,0,14.97,clear sky
604,Baker City,US,44.7749,-117.8344,46.4,25,1,25.32,clear sky
605,Lorengau,PG,-2.0226,147.2712,83.53,78,100,13.31,overcast clouds
606,Henderson,US,36.0397,-114.9819,87.01,10,1,9.22,clear sky
607,Esmeraldas,BR,-19.7625,-44.3139,69.8,60,0,8.05,clear sky
608,Nautla,MX,20.2167,-96.7833,79.18,73,4,7.7,clear sky
609,Visby,SE,57.6409,18.296,39.0,70,75,17.27,broken clouds
610,Wewak,PG,-3.5534,143.6268,79.14,79,100,4.52,overcast clouds
611,Moulins,FR,46.5,3.3333,39.99,65,0,2.3,clear sky
612,Tura,IN,25.5198,90.2201,67.77,89,0,4.36,clear sky
613,Chalette-Sur-Loing,FR,48.0134,2.7359,39.0,74,100,5.48,overcast clouds
614,Baoro,CF,5.6667,15.9667,68.5,91,57,4.85,broken clouds
615,Sorland,NO,67.667,12.6934,31.64,55,32,7.54,scattered clouds
616,Kashan,IR,33.9831,51.4364,71.28,17,88,5.97,overcast clouds
617,Iquique,CL,-20.2208,-70.1431,68.0,68,90,14.97,overcast clouds
618,Tahta,EG,26.7693,31.5021,71.6,30,0,19.57,clear sky
619,Touba,CI,8.2833,-7.6833,79.74,66,70,6.08,broken clouds
620,Columbus,US,39.9612,-82.9988,64.0,94,90,10.56,overcast clouds
621,Nueva Loja,EC,0.0847,-76.8828,76.15,84,80,1.14,broken clouds
622,Vanimo,PG,-2.6741,141.3028,82.65,73,100,5.08,overcast clouds
623,Safford,US,32.834,-109.7076,84.2,9,1,24.16,clear sky
624,Raudeberg,NO,61.9875,5.1352,37.99,84,100,20.98,overcast clouds
625,Sao Sebastiao,BR,-23.76,-45.4097,73.6,84,51,10.07,broken clouds
626,Pulandian,CN,39.3953,121.9669,51.8,30,0,8.95,clear sky
627,Hessisch Lichtenau,DE,51.2,9.7167,35.6,64,78,10.36,broken clouds
628,Ixtapa,MX,20.7,-105.2,78.8,69,75,14.97,broken clouds
629,Eirunepe,BR,-6.6603,-69.8736,74.52,96,100,1.7,overcast clouds
630,Bitung,ID,1.4451,125.1824,78.8,83,20,1.14,few clouds
631,Guozhen,CN,34.3659,107.359,52.92,60,100,1.77,moderate rain
632,Port Hawkesbury,CA,45.6169,-61.3485,44.01,93,90,9.22,mist
633,Nurota,UZ,40.5614,65.6886,53.6,62,42,9.22,scattered clouds
634,Laguna,US,38.421,-121.4238,78.01,19,1,6.91,clear sky
635,Catumbela,AO,-12.4314,13.5472,80.78,84,76,1.03,broken clouds
636,West Bay,KY,19.3667,-81.4167,82.4,78,40,10.36,scattered clouds
637,Poya,NC,-21.35,165.15,75.72,87,100,6.26,light rain
638,Hanna,CA,51.6334,-111.9018,41.0,44,88,10.0,overcast clouds
639,Svetlyy,RU,54.675,20.1347,39.2,70,0,11.18,clear sky
640,Nyakahanga,TZ,-1.6033,31.1414,56.21,97,93,2.93,light rain
641,Voronovytsya,UA,49.1095,28.6808,28.0,89,23,7.23,few clouds
642,Cochrane,CA,51.1834,-114.4687,39.99,32,20,5.75,few clouds
643,Sola,VU,-13.8833,167.55,83.25,72,99,12.41,overcast clouds
644,Camacha,PT,33.0833,-16.3333,64.4,82,40,14.97,scattered clouds
645,Tomatlan,MX,19.9333,-105.25,81.88,45,69,5.79,broken clouds
646,Omboue,GA,-1.5746,9.2618,79.11,91,99,6.76,light rain
647,Porto Velho,BR,-8.7619,-63.9039,80.6,83,40,2.3,light rain
648,Araouane,ML,18.9048,-3.5265,83.93,12,0,8.7,clear sky
649,Fare,PF,-16.7,-151.0167,81.97,71,8,8.61,clear sky
650,Wajir,KE,1.7471,40.0573,76.8,72,34,10.09,light rain
651,Ust-Kuyga,RU,70.0167,135.6,2.23,90,88,4.38,overcast clouds
652,Khao Yoi,TH,13.2403,99.8243,82.0,98,88,2.98,overcast clouds
653,Suda,RU,59.1525,37.5582,31.35,94,100,9.66,overcast clouds
654,Shaowu,CN,27.3409,117.4831,56.57,87,98,1.99,overcast clouds
655,Berbera,SO,10.4396,45.0143,76.55,74,3,2.64,clear sky
656,Waitati,NZ,-45.75,170.5667,62.01,73,0,8.01,clear sky
657,Katsuura,JP,35.1333,140.3,53.6,47,75,10.36,broken clouds
658,Beipiao,CN,41.7919,120.7792,48.88,18,49,7.52,scattered clouds
659,Ukiah,US,39.1502,-123.2078,71.6,24,1,12.66,clear sky
660,Watertown,US,42.3709,-71.1828,51.01,76,1,6.91,clear sky
661,Pimenteiras,BR,-6.2453,-41.4192,77.34,62,53,2.24,broken clouds
662,Karratha,AU,-20.7377,116.8463,83.73,70,92,15.23,overcast clouds
663,Lethem,GY,3.3803,-59.7968,74.48,90,99,4.99,overcast clouds
664,La Macarena,CO,2.1837,-73.7849,74.32,93,90,1.61,overcast clouds
665,Bar Harbor,US,44.3876,-68.2039,55.4,67,90,5.53,overcast clouds
666,Murgab,TM,37.4966,61.9714,60.8,55,33,4.61,scattered clouds
667,Maldonado,UY,-34.6667,-54.9167,77.0,83,0,8.05,moderate rain
668,Alta Floresta,BR,-9.8756,-56.0861,78.8,89,40,1.14,scattered clouds
669,Gwadar,PK,25.1216,62.3254,76.87,60,1,10.33,clear sky
