City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Balkhash,KZ,2021-04-08 00:40:38,46.844,74.9804,44.06,76,11,9.13
294,Ambulu,ID,2021-04-08 00:40:39,-8.345,113.6058,81.19,75,67,1.66
295,Westport,US,2021-04-08 00:30:38,41.1415,-73.3579,55.0,62,1,11.5
296,Havre-Saint-Pierre,CA,2021-04-08 00:40:39,50.2334,-63.5986,46.4,81,90,9.22
297,Curitiba,BR,2021-04-08 00:38:00,-25.504,-49.2908,62.6,94,75,4.61
298,Big Bend,SZ,2021-04-08 00:40:39,-26.8167,31.9333,65.12,93,42,2.93
299,Broome,US,2021-04-08 00:32:52,42.2506,-75.833,60.8,36,1,4.61
300,Tiksi,RU,2021-04-08 00:33:58,71.6872,128.8694,-2.54,90,100,3.6
301,Bad Ems,DE,2021-04-08 00:40:40,50.3333,7.7167,36.0,88,52,3.98
302,Ishigaki,JP,2021-04-08 00:40:40,24.3448,124.1572,73.4,64,20,9.22
303,Inhambane,MZ,2021-04-08 00:35:21,-23.865,35.3833,71.51,83,8,4.79
304,Ostersund,SE,2021-04-08 00:40:41,63.1792,14.6357,24.8,80,11,6.91
305,Tay Ninh,VN,2021-04-08 00:40:41,11.3,106.1,85.14,59,19,6.17
306,Namatanai,PG,2021-04-08 00:34:17,-3.6667,152.4333,78.71,88,100,10.58
307,Portland,US,2021-04-08 00:33:03,45.5234,-122.6762,52.0,66,90,6.91
308,Chapayeve,UA,2021-04-08 00:40:42,49.3662,35.8749,37.4,81,90,13.42
309,Linguere,SN,2021-04-08 00:40:42,15.3953,-15.1193,84.2,32,0,6.91
310,Matay,EG,2021-04-08 00:40:42,28.419,30.7792,65.77,49,0,17.83
311,Tenosique,MX,2021-04-08 00:35:47,17.4833,-91.4333,84.7,52,59,8.84
312,Maragogi,BR,2021-04-08 00:39:37,-9.0122,-35.2225,78.51,76,100,7.58
313,Hokitika,NZ,2021-04-08 00:40:43,-42.7167,170.9667,60.6,68,1,5.99
314,Altoona,US,2021-04-08 00:40:43,40.5187,-78.3947,66.2,52,1,4.61
315,Khatanga,RU,2021-04-08 00:33:36,71.9667,102.5,-8.52,97,100,2.98
316,Xining,CN,2021-04-08 00:35:09,36.6167,101.7667,42.93,66,16,2.01
317,Aviles,ES,2021-04-08 00:38:15,43.5547,-5.9248,46.0,75,0,4.61
318,Grindavik,IS,2021-04-08 00:34:28,63.8424,-22.4338,30.2,100,90,20.71
319,Muros,ES,2021-04-08 00:35:04,42.7762,-9.0603,54.0,84,100,4.79
320,Elat,IL,2021-04-08 00:40:44,29.5581,34.9482,73.4,20,0,13.8
321,Pierre,US,2021-04-08 00:35:45,44.3683,-100.351,53.01,66,75,3.44
322,Mujiayingzi,CN,2021-04-08 00:40:44,42.1167,118.7833,48.45,33,0,7.96
323,Iralaya,HN,2021-04-08 00:36:00,15.0,-83.2333,78.8,83,75,9.22
324,Talnakh,RU,2021-04-08 00:34:43,69.4865,88.3972,1.56,95,69,0.4
325,Katsuura,JP,2021-04-08 00:31:52,35.1333,140.3,57.99,66,75,5.75
326,Roald,NO,2021-04-08 00:40:45,62.5833,6.1333,30.2,93,90,9.22
327,Hargeysa,SO,2021-04-08 00:40:45,9.56,44.065,63.05,30,3,4.76
328,Salinopolis,BR,2021-04-08 00:40:46,-0.6136,-47.3561,79.59,86,88,9.42
329,Kupang,ID,2021-04-08 00:40:46,-10.1667,123.5833,82.31,72,11,1.9
330,Bandundu,CD,2021-04-08 00:40:46,-3.3167,17.3667,72.73,92,100,3.18
331,Meulaboh,ID,2021-04-08 00:34:46,4.1363,96.1285,77.29,86,59,3.56
332,Eydhafushi,MV,2021-04-08 00:40:47,5.1033,73.0708,82.31,73,51,7.54
333,Kargopol,RU,2021-04-08 00:40:47,61.5071,38.9456,35.92,97,100,9.19
334,Mamallapuram,IN,2021-04-08 00:40:47,12.6264,80.1722,77.0,88,20,3.44
335,Goderich,CA,2021-04-08 00:34:50,43.7501,-81.7165,64.4,55,100,13.8
336,Port Moresby,PG,2021-04-08 00:40:48,-9.4431,147.1797,83.88,69,92,10.89
337,Verkhnevilyuysk,RU,2021-04-08 00:40:48,63.4453,120.3167,21.94,94,100,9.51
338,Boguchany,RU,2021-04-08 00:32:15,58.3814,97.4531,34.27,86,27,4.97
339,Guerrero Negro,MX,2021-04-08 00:33:28,27.9769,-114.0611,67.42,62,10,16.75
340,Mantua,IT,2021-04-08 00:40:49,45.1667,10.7833,34.0,59,0,3.0
341,Lebu,CL,2021-04-08 00:33:30,-37.6167,-73.65,54.79,90,2,4.36
342,Xuanzhou,CN,2021-04-08 00:40:49,30.9525,118.7553,49.51,90,100,8.75
343,Mariental,NA,2021-04-08 00:40:50,-24.6333,17.9667,71.98,51,2,9.1
344,Midland,US,2021-04-08 00:40:50,31.9974,-102.0779,81.0,5,1,11.5
345,Batagay-Alyta,RU,2021-04-08 00:34:37,67.8006,130.4114,-6.27,88,34,2.15
346,Makakilo City,US,2021-04-08 00:40:51,21.3469,-158.0858,80.6,44,1,10.36
347,Bilibino,RU,2021-04-08 00:40:51,68.0546,166.4372,0.27,77,40,2.01
348,Dunedin,NZ,2021-04-08 00:34:29,-45.8742,170.5036,63.0,65,15,10.0
349,Moyale,KE,2021-04-08 00:40:51,3.5167,39.0584,67.14,71,90,2.84
350,Peleduy,RU,2021-04-08 00:40:52,59.6289,112.7406,35.91,99,100,5.61
351,Lompoc,US,2021-04-08 00:32:19,34.6391,-120.4579,62.6,55,48,16.11
352,Boca Do Acre,BR,2021-04-08 00:40:52,-8.7522,-67.3978,77.72,83,100,1.63
353,Tuatapere,NZ,2021-04-08 00:34:26,-46.1333,167.6833,63.0,66,15,5.01
354,Hovd,MN,2021-04-08 00:40:53,48.0056,91.6419,41.09,34,0,6.78
355,Mehamn,NO,2021-04-08 00:35:31,71.0357,27.8492,25.66,86,45,13.24
356,Nhulunbuy,AU,2021-04-08 00:40:53,-12.2333,136.7667,84.2,61,20,4.61
357,Ahipara,NZ,2021-04-08 00:35:16,-35.1667,173.1667,70.3,62,76,1.05
358,Vanimo,PG,2021-04-08 00:34:41,-2.6741,141.3028,78.66,87,100,3.06
359,San Patricio,US,2021-04-08 00:34:15,28.017,-97.5169,84.2,65,1,10.36
360,Visakhapatnam,IN,2021-04-08 00:36:36,17.69,83.2093,80.6,89,40,6.91
361,Changji,CN,2021-04-08 00:40:54,44.0167,87.3167,51.8,54,0,2.24
362,Karpogory,RU,2021-04-08 00:40:54,64.0019,44.4451,34.12,91,100,9.69
363,Meadow Lake,US,2021-04-08 00:40:54,34.8014,-106.5436,72.0,5,20,14.97
364,Lajeado,BR,2021-04-08 00:40:55,-29.4669,-51.9614,66.99,78,3,2.48
365,Gwanda,ZW,2021-04-08 00:40:55,-20.9333,29.0,55.85,73,5,3.96
366,Atagay,RU,2021-04-08 00:40:56,55.1033,99.3875,34.7,82,86,10.98
367,Iqaluit,CA,2021-04-08 00:34:20,63.7506,-68.5145,33.8,93,90,28.77
368,Minot,US,2021-04-08 00:37:58,48.2325,-101.2963,62.6,16,1,8.05
369,Aksarka,RU,2021-04-08 00:40:56,66.5606,67.7975,27.82,90,100,6.44
370,Saint George,US,2021-04-08 00:33:51,37.1041,-113.5841,80.01,7,1,9.22
371,Marabba,SD,2021-04-08 00:40:57,12.35,32.1833,84.13,5,12,9.64
372,Presidencia Roque Saenz Pena,AR,2021-04-08 00:40:57,-26.7852,-60.4388,78.01,79,46,1.99
373,Priyutnoye,RU,2021-04-08 00:40:57,46.1011,43.5072,47.12,71,6,7.54
374,Lerwick,GB,2021-04-08 00:40:58,60.1545,-1.1494,37.4,75,75,18.41
375,Tura,IN,2021-04-08 00:40:58,25.5198,90.2201,72.43,67,0,6.98
376,Iquique,CL,2021-04-08 00:37:13,-20.2208,-70.1431,68.0,73,90,10.36
377,Maceio,BR,2021-04-08 00:34:05,-9.6658,-35.7353,75.2,88,40,1.14
378,Zhezkazgan,KZ,2021-04-08 00:40:59,47.8043,67.7144,44.38,72,14,7.81
379,Ust-Kulom,RU,2021-04-08 00:40:59,61.6864,53.6902,32.94,98,100,5.75
380,Japura,ID,2021-04-08 00:41:00,-0.3167,102.35,76.37,93,100,4.74
381,Wenzhou,CN,2021-04-08 00:41:00,27.9994,120.6668,57.0,97,100,4.74
382,Dubbo,AU,2021-04-08 00:41:00,-32.25,148.6167,71.6,68,3,12.66
383,Esperance,AU,2021-04-08 00:33:31,-33.8667,121.9,62.6,94,90,5.75
384,Atar,MR,2021-04-08 00:41:01,20.5169,-13.0499,78.89,19,0,7.72
385,Walvis Bay,NA,2021-04-08 00:41:01,-22.9575,14.5053,53.6,100,0,4.61
386,Port Antonio,JM,2021-04-08 00:41:02,18.18,-76.4612,78.8,83,75,11.5
387,Arlit,NE,2021-04-08 00:34:23,18.7369,7.3853,81.88,7,19,7.78
388,Longyearbyen,SJ,2021-04-08 00:32:11,78.2186,15.6401,23.0,80,75,19.57
389,Hambantota,LK,2021-04-08 00:34:19,6.1241,81.1185,73.4,100,20,2.3
390,Porirua,NZ,2021-04-08 00:38:00,-41.1333,174.85,69.8,64,3,14.97
391,Pontes E Lacerda,BR,2021-04-08 00:38:17,-15.2261,-59.3353,73.56,90,89,2.62
392,Todos Santos,MX,2021-04-08 00:41:03,23.45,-110.2167,71.01,80,6,1.01
393,Frontino,CO,2021-04-08 00:41:03,6.7801,-76.1288,64.17,98,100,1.19
394,Rafaela,AR,2021-04-08 00:33:33,-31.2503,-61.4867,73.99,79,100,6.71
395,Ciudad Bolivar,VE,2021-04-08 00:41:03,8.1222,-63.5497,86.52,54,100,12.95
396,Gravdal,NO,2021-04-08 00:41:04,68.1214,13.5031,32.04,53,100,15.26
397,Peniche,PT,2021-04-08 00:41:04,39.3558,-9.3811,55.99,84,6,1.01
398,Obala,CM,2021-04-08 00:41:04,4.1667,11.5333,73.4,94,20,2.3
399,Batemans Bay,AU,2021-04-08 00:41:05,-35.7167,150.1833,73.99,76,0,4.0
400,Agirish,RU,2021-04-08 00:41:05,61.9247,63.0231,32.2,91,100,4.52
401,Shahreza,IR,2021-04-08 00:41:05,32.0339,51.8794,56.8,18,100,3.22
402,Jiexiu,CN,2021-04-08 00:41:06,37.0244,111.9125,53.64,62,100,2.8
403,Luderitz,NA,2021-04-08 00:33:37,-26.6481,15.1594,69.22,53,0,7.74
404,Savannah Bight,HN,2021-04-08 00:41:06,16.45,-85.85,80.6,78,75,3.44
405,Jijiga,ET,2021-04-08 00:41:07,9.35,42.8,59.18,17,75,6.2
406,Alofi,NU,2021-04-08 00:33:37,-19.0595,-169.9187,82.4,69,40,9.22
407,Beringovskiy,RU,2021-04-08 00:33:39,63.05,179.3167,4.35,83,14,8.3
408,Prichard,US,2021-04-08 00:41:07,30.7388,-88.0789,71.6,83,75,9.22
409,Varzea Da Palma,BR,2021-04-08 00:40:09,-17.5981,-44.7308,71.38,74,100,3.15
410,Isangel,VU,2021-04-08 00:34:12,-19.55,169.2667,86.0,70,40,11.5
411,Gisenyi,RW,2021-04-08 00:41:08,-1.7028,29.2564,62.22,88,94,3.94
412,Illkirch-Graffenstaden,FR,2021-04-08 00:41:08,48.5289,7.7152,39.2,56,90,3.44
413,Sedhiou,SN,2021-04-08 00:41:08,12.7081,-15.5569,86.0,45,46,9.22
414,Mitsamiouli,KM,2021-04-08 00:41:09,-11.3847,43.2844,81.21,74,8,7.14
415,Boddam,GB,2021-04-08 00:41:09,57.4667,-1.7833,33.01,74,34,6.91
416,Wasilla,US,2021-04-08 00:41:10,61.5814,-149.4394,32.0,34,1,4.61
417,The Valley,AI,2021-04-08 00:41:10,18.217,-63.0578,78.8,73,20,9.22
418,Ponta Do Sol,PT,2021-04-08 00:31:47,32.6667,-17.1,61.0,76,100,1.01
419,Sapa,PH,2021-04-08 00:41:10,5.1544,120.3241,83.34,67,60,1.52
420,Linqiong,CN,2021-04-08 00:41:11,30.4159,103.4609,63.0,100,40,2.24
421,Port Hardy,CA,2021-04-08 00:41:11,50.6996,-127.4199,42.8,93,75,5.75
422,Narsaq,GL,2021-04-08 00:35:52,60.9167,-46.05,39.2,56,40,5.75
423,Sterling,US,2021-04-08 00:36:48,39.0062,-77.4286,73.4,43,75,5.75
424,Mayo,US,2021-04-08 00:41:11,38.8876,-76.5119,63.0,59,1,8.05
425,Tshikapa,CD,2021-04-08 00:41:12,-6.4167,20.8,69.39,96,100,3.04
426,San Carlos Del Zulia,VE,2021-04-08 00:41:05,9.0,-71.9135,77.94,84,48,5.5
427,Havoysund,NO,2021-04-08 00:33:40,70.9963,24.6622,32.0,74,90,10.36
428,Pestovo,RU,2021-04-08 00:41:12,58.5938,35.8024,33.04,99,100,4.34
429,Sao Desiderio,BR,2021-04-08 00:41:13,-12.3633,-44.9733,75.34,70,98,7.38
430,Saint Anthony,US,2021-04-08 00:33:41,45.0205,-93.218,66.0,72,1,6.91
431,Hofn,IS,2021-04-08 00:35:53,64.2539,-15.2082,27.1,73,100,20.11
432,Avon,US,2021-04-08 00:41:13,41.4517,-82.0354,68.0,52,40,5.75
433,Caluquembe,AO,2021-04-08 00:41:14,-13.7833,14.6833,60.82,78,82,1.63
434,Naini Tal,IN,2021-04-08 00:41:14,29.3974,79.4469,51.91,32,0,6.02
435,Fez,MA,2021-04-08 00:39:01,34.0372,-4.9998,59.0,94,75,3.44
436,Yotsukaido,JP,2021-04-08 00:41:14,35.65,140.1667,57.2,87,40,4.61
437,Maymyo,MM,2021-04-08 00:41:15,22.0333,96.4667,80.6,61,20,3.44
438,Auki,SB,2021-04-08 00:41:15,-8.7676,160.7034,85.77,63,100,4.85
439,Serra Talhada,BR,2021-04-08 00:37:57,-7.9919,-38.2983,75.02,56,100,10.47
440,Yarmouth,US,2021-04-08 00:41:15,41.7057,-70.2286,48.0,87,20,5.75
441,Mezen,RU,2021-04-08 00:41:16,65.8522,44.24,35.49,97,100,9.93
442,Motala,SE,2021-04-08 00:41:16,58.5371,15.0365,33.8,69,16,4.61
443,Vung Tau,VN,2021-04-08 00:41:16,10.346,107.0843,82.15,75,100,12.08
444,Souillac,MU,2021-04-08 00:32:07,-20.5167,57.5167,77.0,88,75,12.66
445,Lucapa,AO,2021-04-08 00:41:17,-8.4192,20.7447,63.5,97,100,3.36
446,Zyryanka,RU,2021-04-08 00:33:56,65.75,150.85,11.14,84,92,10.71
447,Varkaus,FI,2021-04-08 00:41:17,62.3153,27.873,26.01,100,0,1.14
448,Dossor,KZ,2021-04-08 00:41:18,47.5272,52.9811,49.03,44,92,8.32
449,Baft,IR,2021-04-08 00:41:18,29.234,56.6057,50.52,17,8,3.0
450,Thinadhoo,MV,2021-04-08 00:41:18,0.5333,72.9333,82.26,70,61,9.15
451,Oyama,JP,2021-04-08 00:41:19,36.3,139.8,59.0,38,40,2.3
452,Kenai,US,2021-04-08 00:41:19,60.5544,-151.2583,35.6,59,90,10.36
453,Chamrajnagar,IN,2021-04-08 00:41:19,11.9167,76.95,69.48,67,0,1.79
454,Manta,EC,2021-04-08 00:41:19,-0.95,-80.7333,82.4,69,75,6.91
455,Dwarka,IN,2021-04-08 00:35:46,22.2394,68.9678,78.89,66,0,12.08
456,Fairbanks,US,2021-04-08 00:40:54,64.8378,-147.7164,19.0,41,40,3.44
457,Severo-Kurilsk,RU,2021-04-08 00:31:51,50.6789,156.125,31.6,89,100,50.31
458,Dutse,NG,2021-04-08 00:41:20,11.7594,9.3392,78.84,16,41,4.88
459,Bassila,BJ,2021-04-08 00:41:21,9.0081,1.6654,84.2,65,0,6.17
460,San Cristobal,VE,2021-04-08 00:35:13,7.7669,-72.225,80.6,83,40,8.05
461,Baykit,RU,2021-04-08 00:41:21,61.67,96.37,31.37,89,96,4.76
462,Le Port,RE,2021-04-08 00:41:21,-20.9373,55.2919,77.0,78,75,12.66
463,Leningradskiy,RU,2021-04-08 00:41:22,69.3833,178.4167,-5.71,90,76,9.48
464,Kant,IN,2021-04-08 00:41:22,27.8,79.8,76.39,18,0,5.66
465,San Lazaro,BZ,2021-04-08 00:41:23,18.0387,-88.6622,80.6,78,75,13.8
466,Bodden Town,KY,2021-04-08 00:41:23,19.2833,-81.25,79.0,78,40,5.75
467,Astana,KZ,2021-04-08 00:41:23,51.1801,71.446,37.4,87,0,8.95
468,Heinola,FI,2021-04-08 00:41:24,61.2056,26.0381,30.0,100,75,2.3
469,Hatod,IN,2021-04-08 00:41:24,22.8,75.7333,68.0,26,0,5.84
470,Camacha,PT,2021-04-08 00:41:24,33.0833,-16.3333,64.4,88,40,4.61
471,Berzasca,RO,2021-04-08 00:41:25,44.6476,21.9526,33.01,77,31,3.42
472,Nehe,CN,2021-04-08 00:41:25,48.4833,124.8333,34.29,24,4,12.57
473,Karratha,AU,2021-04-08 00:38:17,-20.7377,116.8463,86.43,51,12,12.91
474,Verkhnyaya Toyma,RU,2021-04-08 00:41:26,62.2349,44.9985,33.4,95,100,8.5
475,Chapleau,CA,2021-04-08 00:41:26,47.8405,-83.4034,48.2,100,90,6.91
476,Valdivia,CL,2021-04-08 00:41:26,-39.8142,-73.2459,57.2,88,100,5.75
477,Zemlyansk,RU,2021-04-08 00:41:27,51.9041,38.7334,42.8,93,90,11.18
478,Sol-Iletsk,RU,2021-04-08 00:41:27,51.1631,54.9918,34.48,97,98,4.05
479,Dingle,PH,2021-04-08 00:41:27,10.9995,122.6711,83.17,66,100,8.43
480,Kirensk,RU,2021-04-08 00:41:28,57.7853,108.1119,35.4,99,100,2.1
481,Okhotsk,RU,2021-04-08 00:33:43,59.3833,143.3,20.23,81,100,5.41
482,Srednekolymsk,RU,2021-04-08 00:33:51,67.45,153.6833,9.37,79,85,3.74
483,Saint-Augustin,CA,2021-04-08 00:34:54,51.226,-58.6502,34.41,91,23,7.0
484,Lokosovo,RU,2021-04-08 00:41:29,61.1333,74.8167,30.63,97,100,2.68
485,Loikaw,MM,2021-04-08 00:35:11,19.6742,97.2094,72.37,67,1,1.28
486,Khudumelapye,BW,2021-04-08 00:41:29,-23.8833,24.75,63.52,52,9,6.64
487,Mount Vernon,US,2021-04-08 00:35:22,40.9126,-73.8371,61.0,44,20,10.36
488,Lamu,KE,2021-04-08 00:41:30,-2.2717,40.902,80.6,89,20,3.44
489,Chissamba,AO,2021-04-08 00:41:30,-12.1667,17.3333,60.44,81,96,1.45
490,Adrar,MR,2021-04-08 00:34:41,20.5022,-10.0711,76.42,21,5,10.8
491,Griffith,US,2021-04-08 00:41:31,41.5284,-87.4237,75.2,53,90,5.75
492,Jinchang,CN,2021-04-08 00:41:31,38.4953,102.1739,49.53,48,73,3.22
493,Dunkirk,FR,2021-04-08 00:41:32,51.05,2.3667,39.2,52,75,4.61
494,Itarema,BR,2021-04-08 00:34:17,-2.9248,-39.9167,80.58,81,93,14.45
495,Toktogul,KG,2021-04-08 00:41:32,41.8708,72.9402,43.79,62,4,4.05
496,Majene,ID,2021-04-08 00:41:32,-3.5403,118.9707,84.38,67,95,1.48
497,Taksimo,RU,2021-04-08 00:41:33,56.3444,114.8794,31.17,75,61,1.23
498,Alice Springs,AU,2021-04-08 00:35:00,-23.7,133.8833,82.99,27,0,8.05
499,Port Keats,AU,2021-04-08 00:41:33,-14.25,129.55,88.27,58,97,7.47
500,Visby,SE,2021-04-08 00:34:14,57.6409,18.296,28.4,100,75,4.63
501,Ruston,US,2021-04-08 00:38:45,32.5232,-92.6379,66.2,94,90,4.21
502,Labuhan,ID,2021-04-08 00:34:11,-6.8844,112.2051,81.9,79,100,10.47
503,Chiredzi,ZW,2021-04-08 00:41:34,-21.05,31.6667,60.19,87,0,1.41
504,Jiwani,PK,2021-04-08 00:41:34,25.05,61.7417,78.6,54,0,7.65
505,Bogorodskoye,RU,2021-04-08 00:41:34,56.55,37.8833,35.83,98,100,4.25
506,Saliste,RO,2021-04-08 00:41:35,45.7963,23.8868,28.4,80,20,3.44
507,Pacasmayo,PE,2021-04-08 00:41:35,-7.4006,-79.5714,71.89,80,90,11.9
508,Marsh Harbour,BS,2021-04-08 00:41:35,26.5412,-77.0636,70.29,48,1,6.64
509,Sao Felix Do Xingu,BR,2021-04-08 00:41:36,-6.6447,-51.995,75.54,86,100,3.15
510,Hobyo,SO,2021-04-08 00:41:36,5.3505,48.5268,78.94,63,5,8.97
511,Menongue,AO,2021-04-08 00:41:36,-14.6585,17.691,60.84,71,24,1.7
512,Aykhal,RU,2021-04-08 00:31:53,66.0,111.5,17.31,92,100,10.33
513,Bumba,CD,2021-04-08 00:41:37,2.1833,22.4667,70.41,96,100,5.75
514,Lakatoro,VU,2021-04-08 00:41:37,-16.0999,167.4164,83.35,72,48,8.57
515,Soller,ES,2021-04-08 00:41:37,39.7662,2.7152,43.0,77,6,1.01
516,Wassenaar,NL,2021-04-08 00:41:38,52.1333,4.4,37.99,87,90,11.5
517,Harper,LR,2021-04-08 00:33:50,4.375,-7.7169,79.72,86,64,4.09
518,Azare,NG,2021-04-08 00:41:38,11.6765,10.1948,81.09,15,36,6.82
519,Kitimat,CA,2021-04-08 00:41:39,54.0524,-128.6534,43.0,75,97,1.99
520,Sauda,NO,2021-04-08 00:41:39,59.6506,6.3542,33.01,72,96,1.01
521,Souris,CA,2021-04-08 00:39:24,49.6172,-100.2612,60.8,23,75,12.66
522,Mandali,IQ,2021-04-08 00:41:39,33.7499,45.5541,75.92,16,53,6.06
523,Toora-Khem,RU,2021-04-08 00:41:40,52.4675,96.11,35.08,75,98,2.95
524,Vitim,RU,2021-04-08 00:41:40,59.4511,112.5578,36.21,100,100,5.46
525,Brae,GB,2021-04-08 00:41:40,60.3964,-1.353,37.4,75,75,18.41
526,Lohardaga,IN,2021-04-08 00:41:41,23.4333,84.6833,75.2,60,5,2.77
527,Wilkie,CA,2021-04-08 00:41:41,52.4168,-108.7014,64.4,22,1,13.8
528,Beruwala,LK,2021-04-08 00:41:41,6.4788,79.9828,76.19,82,9,3.96
529,Paamiut,GL,2021-04-08 00:41:42,61.994,-49.6678,29.35,91,100,6.02
530,Zeya,RU,2021-04-08 00:41:42,53.75,127.2667,26.01,67,11,1.57
531,Surt,LY,2021-04-08 00:40:16,31.2089,16.5887,64.0,57,10,9.84
532,Wadena,US,2021-04-08 00:38:12,46.4425,-95.1361,46.4,100,100,13.8
533,Lubbock,US,2021-04-08 00:41:43,33.6001,-101.8338,75.2,12,1,3.4
534,Zunyi,CN,2021-04-08 00:41:43,27.6867,106.9072,54.88,91,100,3.04
535,Carballo,ES,2021-04-08 00:41:43,43.213,-8.691,50.0,76,0,2.3
536,Saraza,PH,2021-04-08 00:41:44,8.7356,117.78,83.89,69,100,7.92
537,Bambanglipuro,ID,2021-04-08 00:41:44,-7.95,110.2833,80.6,80,45,1.9
538,Bukene,TZ,2021-04-08 00:41:44,-4.2333,32.8833,61.65,90,7,3.56
539,Qandala,SO,2021-04-08 00:41:45,11.472,49.8728,78.55,37,2,3.49
540,Lorengau,PG,2021-04-08 00:34:18,-2.0226,147.2712,81.59,81,100,14.25
541,Chuy,UY,2021-04-08 00:31:59,-33.6971,-53.4616,69.89,82,0,13.6
542,Half Moon Bay,US,2021-04-08 00:33:53,37.4636,-122.4286,57.2,76,90,17.27
543,Furstenwalde,DE,2021-04-08 00:41:45,52.3667,14.0667,36.0,79,100,8.99
544,Russell,US,2021-04-08 00:41:46,32.3502,-85.1999,75.2,60,1,5.41
545,Pyapon,MM,2021-04-08 00:41:46,16.2833,95.6833,79.57,77,0,6.04
546,Acajutla,SV,2021-04-08 00:38:21,13.5928,-89.8275,73.99,89,100,1.01
547,Cabangahan,PH,2021-04-08 00:41:46,9.0781,122.9469,84.2,65,40,9.22
548,Mahajanga,MG,2021-04-08 00:41:47,-15.7167,46.3167,75.2,94,20,3.44
549,Qostanay,KZ,2021-04-08 00:37:01,53.1667,63.5833,32.0,100,85,6.71
550,Revelstoke,CA,2021-04-08 00:41:47,50.9832,-118.2023,46.4,76,75,21.85
551,Quzhou,CN,2021-04-08 00:39:07,28.9594,118.8686,50.77,91,100,6.87
552,Antofagasta,CL,2021-04-08 00:41:48,-23.65,-70.4,64.4,82,20,9.22
553,Ballangen,NO,2021-04-08 00:41:48,68.3428,16.8315,28.0,93,75,2.3
554,Oriximina,BR,2021-04-08 00:41:48,-1.7656,-55.8661,76.64,86,91,4.05
